EmployeeCode,Name,Month,TotalPresentDays,Present,WorkFromHome,PaidLeave,SickLeave,BirthdayLeave,FloatingFestivalLeave,BereavementLeave,LeaveWithoutPay,WeeklyOff,HolidayOff,MenstrualLeave
Atq -437,Dallas Weeks,June 2022,13.0,13.0,0.0,0.0,0.0,0,0,0,0.0,8,0,0.0
Atq -458,Jessie Carrillo,June 2022,13.0,13.0,0.0,0.0,0.0,0,0,0,0.0,8,0,0.0
Atq -455,Aditya Walls,June 2022,13.0,13.0,0.0,0.0,0.0,0,0,0,0.0,8,0,0.0
Atq -476,Kane Malone,June 2022,13.0,12.0,1.0,0.0,0.0,0,0,0,0.0,8,0,0.0
Atq -362,Kiana Mcmillan,June 2022,12.5,12.5,0.0,0.0,0.0,0,0,0,0.5,8,0,0.0
Atq -452,Jaime Ritter,June 2022,13.0,13.0,0.0,0.0,0.0,0,0,0,0.0,8,0,0.0
Atq -334,Charity Singleton,June 2022,13.0,13.0,0.0,0.0,0.0,0,0,0,0.0,8,0,0.0
Atq -414,Mckayla Miles,June 2022,13.0,13.0,0.0,0.0,0.0,0,0,0,0.0,8,0,0.0
Atq -389,Julien Hamilton,June 2022,13.0,13.0,0.0,0.0,0.0,0,0,0,0.0,8,0,0.0
Atq -385,Alyson Huber,June 2022,13.0,13.0,0.0,0.0,0.0,0,0,0,0.0,8,0,0.0
Atq -348,Zaiden Wheeler,June 2022,13.0,0.0,13.0,0.0,0.0,0,0,0,1.0,8,0,0.0
